id,title,dis,com,htype,rty,fit,flo,sumflo,pri,lab
842,欧典家园 ,新吴区,长江路,2室2厅,整租,精装修,13,28层,1500,《电梯新小区》看房方便，拎包入住，双南两房，看房方便，新装
843,广益佳苑二期 ,梁溪区,广益,2室1厅,整租,精装修,3,6层,1400,广益路哥伦布京东广场附近广益佳苑精装两房 地理位置优越 拎包
844,江海新村 ,梁溪区,江海,2室2厅,整租,精装修,3,6层,1300,学前路 江海新村 精装两房出租 家电全齐 拎包入住
845,世贸首府 ,梁溪区,北大街,1室1厅,整租,精装修,15,45层,1100,无锡站酒吧街附近世贸精装一室 家电齐全干净清爽温馨舒适
846,复地公园城邦(二期) ,惠山区,惠山新城,2室2厅,整租,精装修,12,22层,2000,复地精装两房 家电家具齐全 拎包可入住 性价比高 近万达
847,长江国际泓园 ,新吴区,长江路,3室1厅,整租,精装修,12,18层,5000,长江国际泓园精装大三房、楼层好通风采光佳 定期保洁 拎包入住
848,绿地西水东泓府 ,梁溪区,迎龙桥,2室2厅,整租,精装修,22,33层,4000,市中心八佰伴旁西水东 精装修两房 近天元世家
849,丰涵家园 ,梁溪区,黄巷,3室1厅,整租,精装修,12,17层,2200,丰涵家园：联东u谷对面，精装三房出租，电梯房，刚出的，要速度
850,仙河苑三期西区 ,滨湖区,太湖新城,2室1厅,整租,精装修,4,24层,1400,《杰诚房产》二室一厅精装房
851,协信阿卡迪亚 ,滨湖区,太湖新城,3室2厅,整租,精装修,5,18层,2900,阿卡迪亚大三房出租，家电齐全，干净舒适，随时看房，拎包入住。
852,长江大厦 ,新吴区,旺庄,1室1厅,整租,精装修,20,30层,1800,长江大厦精装单身公寓出租，家电齐全。拎包入住，好房不等人
853,世茂首府 ,梁溪区,北大街,1室1厅,整租,精装修,20,50层,1000,车站附近新出一室 临近酒吧街 小区公园齐全 室内装修温馨
854,盛世家园(西区) ,梁溪区,黄巷,2室2厅,整租,精装修,16,30层,2550,盛世家园惊现精装两房 设施齐全 拎包入住 手慢无
855,万达广场 ,滨湖区,河埒口,2室2厅,整租,精装修,17,24层,2500,万达广场精装2房出租全明户型拎包入住温馨舒适看房方便房东诚租
856,天鹅湖花园B区 ,滨湖区,太湖新城,1室1厅,整租,精装修,13,32层,1600,天鹅湖精装公寓 星光广场包物业 家电齐全 拎包入住 随时看房
857,瑞星家园(西区40-168) ,滨湖区,太湖新城,3室2厅,整租,精装修,6,7层,1550,急租！瑞星家园精装三房 新出精装修 拎包入住
858,丰裕园一期 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,32层,1300,丰裕苑精装两房 交通便利 环境优美 近江大 拎包入住
859,广益星苑 ,梁溪区,广益,3室1厅,整租,精装修,4,12层,1800,哥伦布广场旁新精装小三房 小区门口位置  可添家具
860,美新玫瑰庄园 ,新吴区,江溪,2室2厅,合租,精装修,30,30层,3400,出租美新玫瑰精装二房 周边配套齐全 设施完善 随时看房
861,春潮花园一区 ,新吴区,江溪,3室1厅,合租,毛坯,3,6层,600,春 潮一区 3户合租 单间急租 家电齐全 干净整洁！
862,新梁溪人家 ,滨湖区,河埒口,1室1厅,整租,精装修,27,28层,1800,新体建筑路大润发周围新梁溪人家家电齐全等你哦！整租
863,西园里 ,滨湖区,河埒口,2室2厅,整租,精装修,3,7层,1700,近新体家乐福旁《西园里》精装好房出租 南北通透 拎包入住诚租
864,富力十号 ,滨湖区,太湖新城,3室2厅,整租,精装修,11,20层,4500,实拍富力十号豪装三房 中央空调地暖近金匮公园海岸城首租！
865,长江国际泓园 ,新吴区,长江路,3室2厅,整租,精装修,12,28层,5000,长江国际泓园 豪壮3房 家电齐全 中央空调加地暖 快来吧
866,太湖国际社区花语莱茵 ,滨湖区,太湖新城,3室2厅,整租,精装修,12,16层,3500,太湖国际精装三房 品牌家电 近万象城蠡湖 随时看房 人车分流
867,爱家金河湾 ,梁溪区,广丰,2室2厅,整租,精装修,20,35层,2000,火车站酒吧街附近金河湾两室 家电齐全给力的房源期待您的入住
868,仙河苑 ,滨湖区,蠡湖新城,2室1厅,整租,精装修,13,16层,1550,仙河苑精装房 房东自住便宜出租 近华莱坞 京沪时代 拎包入住
869,仙河苑二期 ,滨湖区,太湖新城,3室2厅,整租,精装修,18,30层,3000,仙河苑精装三房 家电齐全 拎包入住 近江南大学 华莱坞影城
870,五河新村 ,梁溪区,黄巷,2室1厅,整租,精装修,3,6层,1200,欧风街沿线，凤翔高架，清爽装修，拎包入住
871,华侨城景华苑A区 ,滨湖区,蠡湖新城,2室1厅,整租,精装修,3,6层,1800,华侨城景华苑 精装两房 家电齐全 拎包入住 你值得拥有
872,长江国际花园 ,新吴区,长江路,2室2厅,整租,精装修,3,6层,2600,新区 长江国际一期 长江路沿线 小区环境好 周边配套噢齐全
873,扬名花园 ,梁溪区,扬名,2室1厅,整租,精装修,10,15层,1800,扬名婚装房 仅此一套 全天采光 南北通透 城心出租 真实有效
874,瑜憬湾 ,滨湖区,河埒口,3室2厅,整租,精装修,5,19层,3800,瑜憬湾 豪装三房 家乐福旁 人车分流 环境优美 拎包入住
875,书香国际公寓 ,新吴区,梅村,1室1厅,整租,精装修,10,14层,1400,书香国际 一室一厅 精装修 家电齐全 诚心出租 可随时看房
876,恒大绿洲二期 ,锡山区,东亭,1室1厅,整租,精装修,16,31层,1700,《u房置业实拍》恒大绿洲1房精装位于东亭南路交通方便拎包入住
877,金科米兰花园二期 ,新吴区,江溪,1室1厅,整租,精装修,18,32层,1500,金科米兰精装单身公寓 家具家电齐全 中央空调 看中能谈 诚租
878,绿城玉兰花园一期 ,滨湖区,太湖新城,2室1厅,整租,豪华装修,2,27层,3700,玉兰花园自住婚装两房 温馨出租 全新家具家电温馨出租随时看房
879,南湖家园南区 ,滨湖区,太湖新城,2室1厅,整租,精装修,11,24层,1800,南湖家园精装两房 南北通透 诚心出租 近地铁口 市民中心
880,太湖国际社区珀丽南岸 ,滨湖区,太湖新城,3室2厅,整租,精装修,10,18层,2300,品质小区太湖国际自住豪装两房  设施完善 配套齐全紧靠万象城
881,太湖国际社区聆湖 ,滨湖区,太湖新城,2室2厅,整租,豪华装修,16,26层,2500,蠡湖边太湖国际豪装两室一厅 万象城旁好房急租 随时看 仅一套
882,观山名筑(三期) ,滨湖区,太湖新城,3室2厅,整租,中等装修,8,30层,2200,地鉄一号线尚锦城旁观山名筑 中装三房 家具家电齐全 拎包入住
883,上马墩一村 ,梁溪区,上马墩,2室1厅,整租,精装修,3,7层,1300,上马墩路 靠近地铁口交通便利  精装两室 拎包入住 房东急租
884,周新苑(三期) ,滨湖区,太湖新城,2室1厅,整租,精装修,11,18层,1600,《千家万沪实拍》周新苑3期 精装2房 南北通透 近海岸城
885,广石家园二期 ,梁溪区,黄巷,3室2厅,整租,精装修,17,30层,2300,《U房置业实拍》广石家园装修3室出租，先到先得！房东急租
886,世贸首府 ,梁溪区,北大街,2室1厅,整租,精装修,30,45层,2300,火车站附近 新出两室 靠近酒吧街 出行方便 随时看房随时入住
887,瑜憬湾 ,滨湖区,河埒口,2室2厅,整租,毛坯,24,28层,2200,瑜憬湾精装2房新体家乐福工业园家具齐全拎包入住
888,梁湖南苑 ,滨湖区,河埒口,1室1厅,整租,精装修,4,6层,1500,梁湖南苑 一室一厅 房东自住房首租 家具家电齐全 拎包入住
889,金科东方水榭 ,梁溪区,广益,3室2厅,整租,精装修,25,33层,4600,京东广场金科物业豪装三房 景观房 看房方便 敬请来电！
890,魅力万科城酩悦 ,滨湖区,太湖新城,1室1厅,整租,精装修,3,8层,1500,万科精装一房 干净整洁 拎包入住 近江大 地铁站
891,叙丰家园 ,新吴区,长江路,3室2厅,合租,精装修,3,6层,800,叙丰家园 精装3房 出租主卧 欢饮爱干净的女生 机场工作优先
892,明发国际新城东区 ,惠山区,天一新城,2室1厅,整租,精装修,18,18层,2000,置业 精装修2室朝南.环境优美，欢迎你的入住
893,上马墩三村 ,梁溪区,上马墩,2室1厅,整租,简单装修,2,7层,1500,上马墩三村 1500元 2室1厅1卫 普通装修，交通方便
894,太湖国际社区拾壹峰 ,滨湖区,太湖新城,2室2厅,整租,豪华装修,15,32层,2600,《U房置业实拍》魅力万科旁太湖国际社区 ！英伦两房首租随时看
895,五河新村 ,梁溪区,黄巷,1室1厅,整租,精装修,2,7层,1200,五河新村精装一室一厅 楼层低 交通方便 拎包入住 采光好
896,尚锦城C区 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,32层,2600,尚锦城C 精装两居室 户型方正 干净整洁 拎包入住
897,太湖国际社区拾壹峰 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,32层,3000,支付宝信用租房 押0付一 可短租 万象城万科旁 钥匙房 诚租
898,梅荆花苑二期 ,新吴区,梅村,2室1厅,整租,简单装修,4,6层,1100,仅1100梅荆二期简装两房出租宽敞明亮可做饭临近老街生活方便
899,东风家园 ,梁溪区,江海,2室1厅,整租,毛坯,15,33层,1500,卡拉卡拉欧尚旁东风家园 精装两室 全新装修 甜蜜温馨拎包入住
900,融创熙园(一期) ,滨湖区,太湖新城,1室1厅,整租,精装修,12,18层,1300,《U房置业实拍》融创熙园一室一厅！开学季！地铁口！一室一厅！
901,孙蒋新村南区 ,滨湖区,河埒口,1室1厅,整租,简单装修,1,1层,700,孙蒋新村清爽干净单间 基础设施齐全 周围购物交通方便 拎包住
902,华夏春晓 ,锡山区,东亭,1室1厅,整租,精装修,15,32层,1200,东亭地铁口 《华夏春晓》精装1房1厅 南北通透 东西齐全
903,上马墩一村 ,梁溪区,上马墩,2室1厅,整租,精装修,3,6层,1300,上马墩精装两室温馨舒适干净清爽生活便利拎包入住
904,清扬御庭 ,梁溪区,清名桥,2室2厅,整租,精装修,2,33层,2700,清扬御庭 精装两房 原房东自住 楼下地铁口 对面沃尔玛超市
905,金都花园 ,惠山区,惠山新城,3室2厅,整租,精装修,3,11层,2800,金都花园，精装3房，家具家电齐全，万达旁，地铁旁，省戏中旁
906,风雷新村 ,梁溪区,上马墩,2室1厅,整租,精装修,3,6层,1300,鲁健为你介绍上马墩地铁口附近 风雷新村婚装修配套齐全领包入住
907,华府天地尊园 ,滨湖区,太湖新城,3室2厅,整租,精装修,26,30层,4500,华府尊园精装三房出租，自住大气装修家具家电齐全，拎包入住
908,锡山新村小区 ,梁溪区,迎龙桥,2室1厅,整租,精装修,5,7层,1200,锡山新村 近地铁 精装修 拎包入住
909,仙河苑二期 ,滨湖区,太湖新城,2室2厅,整租,精装修,10,28层,1400,雪浪学校旁仙河苑二期精装两房 温馨舒适 配备齐全 近科技园
910,太湖国际社区星辉塞纳 ,滨湖区,太湖新城,2室2厅,整租,精装修,10,25层,2350,太湖国际欧式两房，近蠡湖，大剧院，万象城，海岸城，市民中心！
911,绿地波士顿公馆 ,惠山区,惠山新城,1室1厅,整租,精装修,14,27层,1700,靠地铁口 绿地世纪城公寓出租，家电齐全，拎包即住，随时看房
912,兴竹家园 ,梁溪区,江海,2室2厅,整租,精装修,15,28层,1500,新区 长江路 兴竹家园精装修两房 设施齐全 交通方便 急租
913,香雪苑 ,滨湖区,梅园,3室1厅,整租,精装修,3,6层,1800,梅园香雪苑 三室一厅 精装修 靠近地铁口 出行便利拎包入住
914,无锡奥林匹克花园 ,惠山区,惠山新城,2室1厅,整租,精装修,2,20层,1800,奥林匹克，精装两房，拎包入住，家电齐全，出行地鉄，急租随时看
915,天鹅湖花园B区 ,滨湖区,太湖新城,3室2厅,整租,精装修,14,18层,2999,看过来！天鹅湖精装大三房 包物业 房东人好 紧靠地 铁口江大
916,叙丰家园 ,新吴区,长江路,3室2厅,整租,精装修,5,6层,2400,叙丰家园 精装大三房 干净整洁 配套齐全 随时看房 拎包入住
917,东顾巷家园D区 ,滨湖区,蠡湖新城,2室2厅,整租,精装修,15,25层,1800,近湖滨商业街  精装两房 诚心出租中 家具齐全拎包入住
918,塔影景苑 ,梁溪区,上马墩,2室1厅,整租,精装修,12,21层,1700,地铁口 靠近市中心八院 ，交通便利，出门就有公交车站台
919,苏宁雅悦国际公寓 ,梁溪区,崇安寺,1室1厅,整租,豪华装修,33,45层,3400,市中心红豆国际旁苏宁广场 精装修公寓 停车位充足
920,南星苑七区 ,新吴区,硕放,2室2厅,整租,毛坯,11,11层,1500,南星苑七区 电梯房 家电齐全  精装修 可看房
921,戴周新村 ,惠山区,洛社新城,2室2厅,整租,毛坯,5,5层,1400,戴周新村，两室好房，家电全有，拎包入住
922,无锡世界贸易中心一期世贸公寓 ,梁溪区,清名桥,1室0厅,合租,精装修,27,33层,1500,地铁沿线 交通便利 世贸国际广场 拎包入住 房东诚心出租
923,魅力万科城二区 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,18层,2300,万科魅力城二期 精致二房前天采光好及配套靠近江南大学 诚租
924,中邦城市花园 ,新吴区,江溪,2室2厅,整租,精装修,12,32层,1800,新区中邦城市花园2室2厅 精装温馨干净 拎包入住整租
925,春雷嘉苑 ,新吴区,长江路,3室2厅,整租,精装修,2,6层,1800,真实房源哦 春雷家园 毗邻长江路三房 保养好1800
926,百岁苑小区 ,梁溪区,崇安寺,2室1厅,整租,中等装修,2,7层,1400,速来秒《实拍》南禅寺旁，百岁坊巷，八佰伴附近，名品家具家电
927,复兴路小区 ,梁溪区,崇安寺,3室2厅,整租,中等装修,1,6层,2900,三阳广场地铁口崇安市旁复兴路T12干净清爽3房急租
928,仙河苑二期 ,滨湖区,太湖新城,3室2厅,整租,毛坯,15,18层,2000,仙河苑，精装修，诚租，近江大南门，家具家电齐全，采光好视野好
929,锡北新街口小区 ,锡山区,锡北,2室2厅,整租,中等装修,10,11层,1300,张泾新街口金世名园 精装2房 热水器洗衣机 可做饭 随时看房
930,太湖国际社区拾壹峰 ,滨湖区,太湖新城,2室2厅,整租,精装修,17,32层,2300,《U房置业实拍》万象城旁太湖国际两房超便宜房东急租随时入住
931,万科东郡 ,新吴区,长江路,2室2厅,整租,精装修,19,32层,4500,长江北路万科东郡精装通透两房繁华地段高档住宅拎包入住安全性高
932,周新苑(五期) ,滨湖区,太湖新城,1室1厅,合租,精装修,10,12层,800,周新苑精装修单间出租家电齐全燃气交通方便拎包入住包物业
933,奕淳公寓(一期) ,新吴区,长江路,3室2厅,整租,精装修,18,34层,3200,长江绿岛 3室2厅 精装 家电齐全 拎包入住
934,奕淳公寓(一期) ,新吴区,长江路,1室2厅,整租,精装修,20,27层,1800,整租  长江绿岛三期 近长江北路 精装修一房 家具家电全
935,江海新村 ,梁溪区,江海,1室1厅,整租,精装修,3,7层,1000,好房分享！学前路江海新村精品一室一厅 豪华装修 配置齐全
936,梅里香舍一期 ,新吴区,梅村,1室1厅,整租,精装修,6,11层,1500,梅里香舍一室一厅 家电齐全 柜式空调 可做饭 拎包即住
937,太湖国际社区珀丽南岸 ,滨湖区,太湖新城,3室2厅,整租,毛坯,17,28层,5200,太湖国际精装3房 临近万象城 南北通透 湖景景观 拎包入住
938,金锡苑南区 ,锡山区,东亭,3室2厅,整租,精装修,9,18层,1900,义诚好房！金锡苑南区 精装三房 环境极好 远离马路 拎包入住
939,香梅人家 ,新吴区,梅村,1室1厅,整租,精装修,9,25层,1300,香梅人家新出一室一厅家电齐全，拎包入住，干净整洁适合一家人住
940,明发国际新城东区 ,惠山区,天一新城,2室1厅,整租,精装修,4,11层,1650,《u房置业实拍》明发国际新城，精装修二房，价格便宜随时看房
941,北桥人家 ,滨湖区,河埒口,3室1厅,整租,精装修,5,18层,2000,北桥人家 对面月秀花园 月溪苑 近大统华 新梁溪人家
